date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:56:14	1836/1836	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:33:04%20GMT	http://needlebar.org/main/harris/9c/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/9c/index.html	(from http://needlebar.org/main/harris/index.html)
10:56:16	3771/3771	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:32:59%20GMT	http://needlebar.org/main/harris/9c/9cath.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/9c/9cath.jpg	(from http://needlebar.org/main/harris/index.html)
10:56:18	1844/1844	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:33:09%20GMT	http://needlebar.org/main/harris/9g/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/9g/index.html	(from http://needlebar.org/main/harris/index.html)
10:56:20	4241/4241	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:33:10%20GMT	http://needlebar.org/main/harris/9gth.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/9gth.jpg	(from http://needlebar.org/main/harris/index.html)
10:56:22	1341/1341	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:33:19%20GMT	http://needlebar.org/main/harris/9h1/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/9h1/index.html	(from http://needlebar.org/main/harris/index.html)
10:56:24	3706/3706	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:33:32%20GMT	http://needlebar.org/main/harris/9hth.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/9hth.jpg	(from http://needlebar.org/main/harris/index.html)
10:56:26	1336/1336	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:33:30%20GMT	http://needlebar.org/main/harris/9H2/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/9H2/index.html	(from http://needlebar.org/main/harris/index.html)
10:56:28	3238/3238	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:33:31%20GMT	http://needlebar.org/main/harris/9hbth.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/9hbth.jpg	(from http://needlebar.org/main/harris/index.html)
10:56:30	1360/1360	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:32:33%20GMT	http://needlebar.org/main/harris/34h/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/34h/index.html	(from http://needlebar.org/main/harris/index.html)
10:56:32	3243/3243	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:32:34%20GMT	http://needlebar.org/main/harris/34hth.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/34hth.jpg	(from http://needlebar.org/main/harris/index.html)
10:56:34	1849/1849	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:34:14%20GMT	http://needlebar.org/main/harris/harriss/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/harriss/index.html	(from http://needlebar.org/main/harris/index.html)
10:56:36	3520/3520	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:34:16%20GMT	http://needlebar.org/main/harris/harrissth.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/harrissth.jpg	(from http://needlebar.org/main/harris/index.html)
10:56:38	1433/1433	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:33:37%20GMT	http://needlebar.org/main/harris/b/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/b/index.html	(from http://needlebar.org/main/harris/index.html)
10:56:41	9214/9214	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:33:39%20GMT	http://needlebar.org/main/harris/bth.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/bth.jpg	(from http://needlebar.org/main/harris/index.html)
10:56:44	1460/1460	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:33:58%20GMT	http://needlebar.org/main/harris/e/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/e/index.html	(from http://needlebar.org/main/harris/index.html)
10:56:46	3233/3233	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:33:59%20GMT	http://needlebar.org/main/harris/eth.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/eth.jpg	(from http://needlebar.org/main/harris/index.html)
10:56:48	1658/1658	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:34:22%20GMT	http://needlebar.org/main/harris/k/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/k/index.html	(from http://needlebar.org/main/harris/index.html)
10:56:50	2826/2826	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:34:23%20GMT	http://needlebar.org/main/harris/kth.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/kth.jpg	(from http://needlebar.org/main/harris/index.html)
10:56:52	3330/3330	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Feb%202008%2006:25:36%20GMT	http://needlebar.org/main/harris/saxonia/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/saxonia/index.html	(from http://needlebar.org/main/harris/index.html)
10:56:54	5131/5131	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Feb%202008%2006:25:30%20GMT	http://needlebar.org/main/harris/saxonia/harrissaxonia1th.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/saxonia/harrissaxonia1th.jpg	(from http://needlebar.org/main/harris/index.html)
10:56:56	1921/1921	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:33:45%20GMT	http://needlebar.org/main/harris/class15/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/class15/index.html	(from http://needlebar.org/main/harris/index.html)
10:56:58	3222/3222	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:32:02%20GMT	http://needlebar.org/main/harris/15precisionth.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/15precisionth.jpg	(from http://needlebar.org/main/harris/index.html)
10:57:00	1427/1427	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Mar%202007%2015:33:41%20GMT	http://needlebar.org/main/harris/cb/index.html	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/cb/index.html	(from http://needlebar.org/main/harris/index.html)
10:57:02	3311/3311	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:34:10%20GMT	http://needlebar.org/main/harris/harriscbth.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/harris/harriscbth.jpg	(from http://needlebar.org/main/harris/index.html)
10:57:03	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Mar%202024%2014:57:02%20GMT	http://needlebar.org/common-cgi/counter.cgi?df=harris.dat	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/common-cgi/counter2298.cgi	(from http://needlebar.org/main/harris/index.html)
10:57:11	38197/38197	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:27%20GMT	http://needlebar.org/main/bradbury/VEarlySoeze1143.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/VEarlySoeze1143.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:15	12904/12904	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:24%20GMT	http://needlebar.org/main/bradbury/VEarlyBradUSlever.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/VEarlyBradUSlever.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:17	2461749/2461749	---M--	200	added ('OK')	application/pdf	date:Wed,%2019%20Aug%202009%2009:06:57%20GMT	http://needlebar.org/manuals/Singer28.pdf	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/manuals/Singer28.pdf	(from http://needlebar.org/main/manuals/index.html)
10:57:18	10912/10912	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:23%20GMT	http://needlebar.org/main/bradbury/RegularSoezelever.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/RegularSoezelever.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:24	33556/33556	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:28%20GMT	http://needlebar.org/main/bradbury/VEarlySoezeUnder.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/VEarlySoezeUnder.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:27	37061/37061	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:14%20GMT	http://needlebar.org/main/bradbury/earlysoezeironbase.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/earlysoezeironbase.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:30	26227/26227	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:13%20GMT	http://needlebar.org/main/bradbury/BradSoeze2.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/BradSoeze2.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:33	26874/26874	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:11%20GMT	http://needlebar.org/main/bradbury/BradSoeze.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/BradSoeze.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:36	21717/21717	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:08%20GMT	http://needlebar.org/main/bradbury/BradFamVSEarly2.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/BradFamVSEarly2.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:39	27461/27461	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:07%20GMT	http://needlebar.org/main/bradbury/BradFamVSEarly.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/BradFamVSEarly.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:42	26476/26476	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:03%20GMT	http://needlebar.org/main/bradbury/BradFamVSa.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/BradFamVSa.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:46	2613095/2613095	---M--	200	added ('OK')	application/pdf	date:Wed,%2019%20Aug%202009%2009:07:53%20GMT	http://needlebar.org/manuals/xTaylorBird.pdf	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/manuals/xTaylorBird.pdf	(from http://needlebar.org/main/manuals/index.html)
10:57:46	27780/27780	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:05%20GMT	http://needlebar.org/main/bradbury/BradFamVSa2.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/BradFamVSa2.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:48	23107/23107	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:02%20GMT	http://needlebar.org/main/bradbury/BradFamilyVSLate.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/BradFamilyVSLate.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:53	27523/27523	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:24:10%20GMT	http://needlebar.org/main/bradbury/BradFamVSLate2.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/BradFamVSLate2.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:56	33503/33503	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:23:59%20GMT	http://needlebar.org/main/bradbury/BradComparison2.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/BradComparison2.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:57:59	39649/39649	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:23:57%20GMT	http://needlebar.org/main/bradbury/BradComparison.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/bradbury/BradComparison.jpg	(from http://needlebar.org/main/bradbury/index.html)
10:58:00	33318/33318	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:36:17%20GMT	http://needlebar.org/main/lion/lion2.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/lion/lion2.jpg	(from http://needlebar.org/main/lion/index.html)
10:58:08	56171/56171	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:36:15%20GMT	http://needlebar.org/main/lion/lion1.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/lion/lion1.jpg	(from http://needlebar.org/main/lion/index.html)
10:58:08	45515/45515	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:36:19%20GMT	http://needlebar.org/main/lion/lion3.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/lion/lion3.jpg	(from http://needlebar.org/main/lion/index.html)
10:58:10	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Mar%202024%2014:58:08%20GMT	http://needlebar.org/common-cgi/counter.cgi?df=lion.dat	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/common-cgi/counter596e.cgi	(from http://needlebar.org/main/lion/index.html)
10:58:12	54132/54132	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202007%2015:36:23%20GMT	http://needlebar.org/main/lion/lion4.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/lion/lion4.jpg	(from http://needlebar.org/main/lion/index.html)
10:58:21	37503/37503	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Jul%202007%2009:40:19%20GMT	http://needlebar.org/main/makers/australia/pinnock/history/Pinnock-Factory-1960.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/pinnock/history/Pinnock-Factory-1960.jpg	(from http://needlebar.org/main/makers/australia/pinnock/history/index.html)
10:58:24	47789/47789	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Jul%202007%2009:40:17%20GMT	http://needlebar.org/main/makers/australia/pinnock/history/Pinnock-Factory-1958.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/pinnock/history/Pinnock-Factory-1958.jpg	(from http://needlebar.org/main/makers/australia/pinnock/history/index.html)
10:58:30	44866/44866	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Jul%202007%2009:40:21%20GMT	http://needlebar.org/main/makers/australia/pinnock/history/Pinnock-Factory-c1966.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/pinnock/history/Pinnock-Factory-c1966.jpg	(from http://needlebar.org/main/makers/australia/pinnock/history/index.html)
10:58:40	74897/74897	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Jul%202007%2009:40:16%20GMT	http://needlebar.org/main/makers/australia/pinnock/history/Pinnock-Congratulations.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/pinnock/history/Pinnock-Congratulations.jpg	(from http://needlebar.org/main/makers/australia/pinnock/history/index.html)
10:58:41	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Mar%202024%2014:58:40%20GMT	http://needlebar.org/main/makers/australia/wertheim/Hugo%20Wertheim_files/editdata.mso	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/wertheim/Hugo%20Wertheim_files/editdata.153.delayed	(from http://needlebar.org/main/makers/australia/wertheim/index.html)
10:58:44	188827/188827	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Jul%202007%2009:40:12%20GMT	http://needlebar.org/main/makers/australia/pinnock/history/Bill-Pinnock-c1994.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/pinnock/history/Bill-Pinnock-c1994.jpg	(from http://needlebar.org/main/makers/australia/pinnock/history/index.html)
10:58:49	92569/92569	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Jul%202007%2009:40:24%20GMT	http://needlebar.org/main/makers/australia/pinnock/history/Pinnock-Guarantee.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/pinnock/history/Pinnock-Guarantee.jpg	(from http://needlebar.org/main/makers/australia/pinnock/history/index.html)
10:58:52	10136/10136	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Aug%202007%2005:24:01%20GMT	http://needlebar.org/main/makers/australia/wertheim/hugowertheim_files/image002.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/wertheim/hugowertheim_files/image002.jpg	(from http://needlebar.org/main/makers/australia/wertheim/index.html)
10:58:56	78080/78080	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Aug%202007%2005:24:10%20GMT	http://needlebar.org/main/makers/australia/wertheim/hugowertheim_files/wertfrtfactory.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/wertheim/hugowertheim_files/wertfrtfactory.jpg	(from http://needlebar.org/main/makers/australia/wertheim/index.html)
10:58:59	83388/83388	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Aug%202007%2005:24:07%20GMT	http://needlebar.org/main/makers/australia/wertheim/hugowertheim_files/wertbcafactory.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/wertheim/hugowertheim_files/wertbcafactory.jpg	(from http://needlebar.org/main/makers/australia/wertheim/index.html)
10:59:01	46475/46475	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Aug%202007%2005:24:03%20GMT	http://needlebar.org/main/makers/australia/wertheim/hugowertheim_files/image004.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/wertheim/hugowertheim_files/image004.jpg	(from http://needlebar.org/main/makers/australia/wertheim/index.html)
10:59:04	26391/26391	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Aug%202007%2005:24:05%20GMT	http://needlebar.org/main/makers/australia/wertheim/hugowertheim_files/image006.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/wertheim/hugowertheim_files/image006.jpg	(from http://needlebar.org/main/makers/australia/wertheim/index.html)
10:59:04	7767/7767	---M--	200	added ('OK')	image/gif	date:Fri,%2022%20Feb%202008%2011:09:33%20GMT	http://needlebar.org/main/elna/france.gif	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/france.gif	(from http://needlebar.org/main/elna/index.html)
10:59:10	19072/19072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:08:53%20GMT	http://needlebar.org/main/elna/graphics/image001a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image001a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:10	13393/13393	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:18:50%20GMT	http://needlebar.org/main/elna/graphics/image003b.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image003b.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:12	85348/85348	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Sep%202007%2012:43:54%20GMT	http://needlebar.org/main/makers/australia/wertheim/hugowertheim_files/wertheimfactory2007.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/makers/australia/wertheim/hugowertheim_files/wertheimfactory2007.jpg	(from http://needlebar.org/main/makers/australia/wertheim/index.html)
10:59:16	16129/16129	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:23:27%20GMT	http://needlebar.org/main/elna/graphics/image005.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image005.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:18	15509/15509	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:08:58%20GMT	http://needlebar.org/main/elna/graphics/image007a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image007a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:20	19290/19290	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:08:58%20GMT	http://needlebar.org/main/elna/graphics/image009a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image009a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:22	13724/13724	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:08:59%20GMT	http://needlebar.org/main/elna/graphics/image011a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image011a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:24	11395/11395	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:08:59%20GMT	http://needlebar.org/main/elna/graphics/image013a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image013a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:26	9321/9321	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:00%20GMT	http://needlebar.org/main/elna/graphics/image015a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image015a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:29	10708/10708	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:00%20GMT	http://needlebar.org/main/elna/graphics/image017a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image017a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:30	40172/40172	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:18%20GMT	http://needlebar.org/main/elna/graphics/image040a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image040a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:30	15208/15208	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:01%20GMT	http://needlebar.org/main/elna/graphics/image019a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image019a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:37	19026/19026	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:04%20GMT	http://needlebar.org/main/elna/graphics/image025a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image025a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:40	8902/8902	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:05%20GMT	http://needlebar.org/main/elna/graphics/image026a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image026a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:40	56279/56279	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:04%20GMT	http://needlebar.org/main/elna/graphics/image023a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image023a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:42	63492/63492	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:02%20GMT	http://needlebar.org/main/elna/graphics/image021a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image021a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:44	12302/12302	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:05%20GMT	http://needlebar.org/main/elna/graphics/image027a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image027a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:50	29547/29547	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:06%20GMT	http://needlebar.org/main/elna/graphics/image028a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image028a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:53	27415/27415	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:09%20GMT	http://needlebar.org/main/elna/graphics/image030a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image030a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:57	32852/32852	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:11%20GMT	http://needlebar.org/main/elna/graphics/image032a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image032a.jpg	(from http://needlebar.org/main/elna/index.html)
10:59:57	3220032/3220032	---M--	200	added ('OK')	application/pdf	date:Wed,%2019%20Aug%202009%2009:09:00%20GMT	http://needlebar.org/manuals/WertheimKnittingMachine.pdf	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/manuals/WertheimKnittingMachine.pdf	(from http://needlebar.org/main/manuals/index.html)
11:00:02	94783/94783	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:08%20GMT	http://needlebar.org/main/elna/graphics/image029a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image029a.jpg	(from http://needlebar.org/main/elna/index.html)
11:00:06	37546/37546	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:10%20GMT	http://needlebar.org/main/elna/graphics/image031a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image031a.jpg	(from http://needlebar.org/main/elna/index.html)
11:00:06	13518/13518	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:14%20GMT	http://needlebar.org/main/elna/graphics/image036a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image036a.jpg	(from http://needlebar.org/main/elna/index.html)
11:00:08	77681/77681	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:14%20GMT	http://needlebar.org/main/elna/graphics/image035a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image035a.jpg	(from http://needlebar.org/main/elna/index.html)
11:00:08	37724/37724	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202009%2014:09:12%20GMT	http://needlebar.org/main/elna/graphics/image034a.jpg	/Users/pbc/git/needlebar.org/needlebar.org/needlebar.org/main/elna/graphics/image034a.jpg	(from http://needlebar.org/main/elna/index.html)
